DateTime,ACMV.L1.AHU.ARU.1.RAT,ACMV.L1.AHU.ARU.1.RAT_SETPOINT,ACMV.L1.AHU.ARU.1.SAT,ACMV.L1.AHU.ARU.1.VALVE_CMD,ACMV.L1.AHU.ARU.1.VALVE_POS
10/3/2020 04:10:00,25.640842,23,25.665756,0,29.432547
10/3/2020 04:20:00,25.665756,23,25.665756,0,29.334116
10/3/2020 04:30:00,25.690651,23,25.665756,0,29.432547
10/3/2020 04:40:00,25.690651,23,25.665756,0,29.530972
10/3/2020 04:50:00,25.665756,23,25.665756,0,29.530972
10/3/2020 05:00:00,25.690651,23,25.690651,0,30.023134
10/3/2020 05:10:00,25.715515,23,25.665756,0,29.530972
10/3/2020 05:20:00,25.690651,23,25.715515,0,29.432547
10/3/2020 05:30:00,25.690651,23,25.690651,0,29.530972
10/3/2020 05:40:00,25.715515,23,25.690651,0,29.530972
10/3/2020 05:50:00,25.740353,23,25.665756,0,29.432547
10/3/2020 06:00:00,25.715515,23,25.640842,0,29.530972
10/3/2020 06:10:00,25.640842,23,25.640842,0,29.530972
10/3/2020 06:20:00,25.590939,23,25.640842,0,29.432547
10/3/2020 06:30:00,25.590939,23,25.690651,0,29.432547
10/3/2020 06:40:00,25.565943,23,25.640842,0,29.432547
10/3/2020 06:50:00,25.590939,23,25.665756,0,29.62941
10/3/2020 07:00:00,25.565943,23,25.690651,0,29.432547
10/3/2020 07:10:00,25.615904,23,25.665756,0,29.530972
10/3/2020 07:20:00,25.565943,23,25.640842,0,29.530972
10/3/2020 07:30:00,25.51589,23,25.590939,0,29.334116
10/3/2020 07:40:00,25.51589,23,25.615904,0,29.432547
10/3/2020 07:50:00,25.54093,23,25.640842,0,29.924702
10/3/2020 08:00:00,25.51589,23,25.565943,0,29.432547
10/3/2020 08:10:00,25.51589,23,25.54093,0,29.826271
10/3/2020 08:20:00,25.54093,23,25.54093,0,29.334116
10/3/2020 08:30:00,25.54093,23,25.49082,0,29.432547
10/3/2020 08:40:00,25.54093,23,25.54093,0,29.530972
10/3/2020 08:50:00,25.54093,23,25.54093,0,29.432547
10/3/2020 09:00:00,25.615904,23,25.54093,0,29.432547
10/3/2020 09:10:00,25.590939,23,25.51589,0,29.924702
10/3/2020 09:20:00,25.565943,23,25.51589,0,29.530972
10/3/2020 09:30:00,25.590939,23,25.51589,0,29.432547
10/3/2020 09:40:00,25.640842,23,25.565943,0,29.62941
10/3/2020 09:50:00,25.665756,23,25.51589,0,29.432547
10/3/2020 10:00:00,25.740353,23,25.615904,0,29.23568
10/3/2020 10:10:00,25.789955,23,25.590939,0,29.432547
10/3/2020 10:20:00,25.839458,23,25.665756,0,29.62941
10/3/2020 10:30:00,25.839458,23,25.715515,0,29.432547
10/3/2020 10:40:00,25.864178,23,25.740353,0,29.62941
10/3/2020 10:50:00,25.864178,23,25.814724,0,29.432547
10/3/2020 11:00:00,25.839458,23,25.789955,0,29.334116
10/3/2020 11:10:00,25.864178,23,25.765163,0,29.432547
10/3/2020 11:20:00,25.962782,23,25.690651,0,29.432547
10/3/2020 11:30:00,25.987379,23,25.814724,0,29.334116
10/3/2020 11:40:00,25.962782,23,25.814724,0,29.530972
10/3/2020 11:50:00,25.987379,23,25.765163,0,29.530972
10/3/2020 12:00:00,25.962782,23,25.864178,0,29.334116
10/3/2020 12:10:00,26.064569,23,25.814724,0,29.432547
10/3/2020 12:20:00,26.038618,23,25.888863,0,29.432547
10/3/2020 12:30:00,25.987379,23,25.864178,0,29.334116
10/3/2020 12:40:00,25.913532,23,25.888863,0,29.432547
10/3/2020 12:50:00,25.913532,23,25.864178,0,29.432547
10/3/2020 13:00:00,26.038618,23,25.864178,0,29.432547
10/3/2020 13:10:00,25.987379,23,25.913532,0,29.432547
10/3/2020 13:20:00,26.038618,23,25.938171,0,29.530972
10/3/2020 13:30:00,26.01265,23,26.01265,0,29.530972
10/3/2020 13:40:00,25.913532,23,26.038618,0,29.432547
10/3/2020 13:50:00,25.962782,23,26.038618,0,29.530972
10/3/2020 14:00:00,25.962782,23,26.038618,0,29.530972
10/3/2020 14:10:00,25.913532,23,26.038618,0,29.432547
10/3/2020 14:20:00,25.888863,23,26.01265,0,29.432547
10/3/2020 14:30:00,25.888863,23,26.01265,0,29.530972
10/3/2020 14:40:00,25.864178,23,26.01265,0,29.432547
10/3/2020 14:50:00,25.913532,23,26.01265,0,29.334116
10/3/2020 15:00:00,25.938171,23,26.064569,0,29.432547
10/3/2020 15:10:00,25.888863,23,26.038618,0,29.530972
10/3/2020 15:20:00,25.814724,23,26.038618,0,29.62941
10/3/2020 15:30:00,25.888863,23,26.038618,0,29.530972
10/3/2020 15:40:00,25.888863,23,26.064569,0,29.23568
10/3/2020 15:50:00,25.962782,23,26.090498,0,29.432547
10/3/2020 16:00:00,25.962782,23,26.064569,0,29.432547
10/3/2020 16:10:00,25.962782,23,26.090498,0,30.023134
10/3/2020 16:20:00,26.01265,23,26.090498,0,29.530972
10/3/2020 16:30:00,26.01265,23,26.090498,0,29.530972
10/3/2020 16:40:00,26.038618,23,26.1164,0,29.530972
10/3/2020 16:50:00,26.01265,23,26.1164,0,29.530972
10/3/2020 17:00:00,25.987379,23,26.090498,0,29.530972
10/3/2020 17:10:00,25.987379,23,26.142275,0,29.530972
10/3/2020 17:20:00,26.01265,23,26.090498,0,29.530972
10/3/2020 17:30:00,26.01265,23,26.090498,0,29.530972
10/3/2020 17:40:00,26.038618,23,26.142275,0,29.530972
10/3/2020 17:50:00,26.01265,23,26.1164,0,29.432547
10/3/2020 18:00:00,26.064569,23,26.1164,0,29.432547
10/3/2020 18:10:00,26.090498,23,26.193943,0,29.530972
10/3/2020 18:20:00,26.038618,23,26.142275,0,29.432547
10/3/2020 18:30:00,26.064569,23,26.168118,0,29.530972
10/3/2020 18:40:00,26.064569,23,26.090498,0,29.432547
10/3/2020 18:50:00,26.064569,23,26.1164,0,29.432547
10/3/2020 19:00:00,26.01265,23,26.1164,0,29.432547
10/3/2020 19:10:00,26.038618,23,26.090498,0,29.432547
10/3/2020 19:20:00,26.038618,23,26.090498,0,29.432547
10/3/2020 19:30:00,26.01265,23,26.090498,0,29.432547
10/3/2020 19:40:00,26.01265,23,26.064569,0,29.924702
